province;red;green;blue;x;x
4822;195;142;80;Kasur;x
4823;227;173;162;Samnabad;x
4824;210;217;23;Hundi;x
4825;40;165;225;Hangu;x
4826;139;222;29;Nowshera;x
4827;147;107;32;Oddiyana;x
4828;85;191;33;Charsada;x
4829;84;239;59;Kamalia;x
4830;57;70;230;Bhirr;x
4831;173;16;206;Dipalpur;x
4832;235;160;64;Sangla;x
4833;244;181;73;Rampur;x
4834;105;255;224;Chachran;x
4835;59;100;241;Sukkur;x
4836;28;66;169;Kabirwala;x
4837;194;202;253;Tulamba;x
4838;134;36;240;Prahladpura;x
4839;144;219;165;Mankera;x
4840;2;205;7;Malloi;x
4841;153;110;161;Jayadrathapura;x
4842;150;197;54;Katasraj;x
4843;81;173;141;Makli;x
4844;200;202;219;Pasitigris;x
4845;119;132;105;Taryana;x
4846;117;88;86;Charax;x
4847;12;172;191;Mashan;x
4848;242;176;231;Bit Imbi;x
4849;219;195;118;Chaharla;x
4850;79;197;111;Samati;x
4851;150;30;233;Madaktum;x
4852;210;94;160;Dur Ashina;x
4853;150;189;39;Neribtum;x
4854;138;159;222;Surmarrati;x
4855;116;135;94;Hahhum;x
4856;240;103;48;Tell Arbid;x
4857;246;3;180;Naqar;x
4858;25;113;33;Shekna;x
4859;27;75;82;Qattara;x
4860;26;222;83;Gilgit;x
4861;141;47;55;provincename;x
4862;162;138;156;provincename;x
4863;119;109;35;Gilgit;x
4864;158;134;133;provincename;x
4865;141;188;187;Tibetan Plateau;x
4866;136;135;160;Arragan;x
4867;37;117;203;Suravan;x
4868;129;174;226;Taoke;x
4869;134;47;178;Aginesh;x
4870;168;154;115;Mamika;x
4871;142;94;209;Urukag;x
4872;133;203;36;Kutallu;x
4873;124;206;104;Bad Tibira;x
4874;64;38;89;Bilbat;x
4875;221;250;178;Shurrupak;x
4876;1;128;218;Nuzi;x
4877;251;91;15;Turshan;x
4878;80;225;189;Hazza;x
4879;209;180;113;Ishketu;x
4880;128;72;206;Kuhr-e-Kich;x
4881;161;84;95;Ummomium;x
4882;153;70;64;Ekron;x
4883;27;165;49;Gath;x
4884;219;58;191;Amalec;x
4885;190;184;65;Tamar;x
4886;243;79;32;Zaimona;x
4887;27;8;79;Dor;x
4888;221;77;125;Berot;x
4889;18;174;99;Mahallata;x
4890;148;50;222;Sumur;x
4891;159;6;2;Vere;x
4892;24;3;45;Chaborrus;x
4893;160;171;152;Nabada;x
4894;234;188;145;Sital;x
4895;248;250;61;Urfa;x
4896;202;209;106;Batnae;x
4897;168;92;245;Hadad;x
4898;234;220;39;Arpad;x
4899;13;77;93;Halab;x
4900;92;137;156;Emar;x
4901;210;5;82;Chalybon;x
4902;56;149;149;Mashkan-Shapir;x
4903;220;158;133;Shaduppum;x
4904;118;128;43;Lagaba;x
4905;22;230;22;Malgium;x
4906;199;164;168;Sharrakum;x
4907;184;56;11;Langarkanan;x
4908;228;57;149;Shorbulaq;x
4909;7;76;154;Darman;x
4910;156;83;152;Morounda;x
4911;170;224;62;Malejin;x
4912;186;179;118;Chahuk;x
4913;152;201;136;Parakan;x
4914;57;51;63;Gashri;x
4915;253;3;179;Sormanabad;x
4916;186;177;130;Balajuk;x
4917;83;100;252;Musasir;x
4918;236;52;249;Molchia;x
4919;204;126;243;Alouaka;x
4920;136;233;89;Eruandashat;x
4921;105;95;210;Erebuni;x
4922;100;221;164;Karin;x
4923;212;42;153;Gymnias;x
4924;61;111;235;Calata;x
4925;59;76;62;Elegoana;x
4926;176;164;108;Cymiza;x
4927;107;224;15;Charduriqurda;x
4928;105;24;177;Artales;x
4929;179;42;122;Souhmi;x
4930;92;169;100;Amida;x
4931;72;76;87;Osdara;x
4932;138;120;244;Sartona;x
4933;245;37;72;Samosata;x
4934;132;243;146;Marqas;x
4935;211;42;59;Alalakh;x
4936;175;41;80;Amathus;x
4937;112;141;50;Pharangion;x
4938;208;166;193;Korne;x
4939;155;78;232;Ampe;x
4940;180;68;142;Tulliz;x
4941;203;32;226;Zahara;x
4942;80;111;86;Urubaza;x
4943;188;173;231;Malamir;x
4944;161;223;100;Palacenti;x
4945;73;252;176;Barda;x
4946;212;0;104;Prophtasia;x
4947;51;148;193;Min;x
4948;134;129;175;Sigal;x
4949;56;223;216;Naulibis;x
4950;225;243;119;Adinapur;x
4951;136;95;86;Sangar;x
4952;151;40;193;Rana;x
4953;200;0;31;Alkon;x
4954;22;89;209;Artacoana;x
4955;189;245;40;Basica;x
4956;217;48;116;Sotira;x
4957;203;218;109;Orbetane;x
4958;228;111;149;Nasibin;x
4959;184;117;46;Paracanace;x
4960;76;149;2;Gariga;x
4961;19;210;4;Darcama;x
4962;10;134;90;Maraca;x
4963;40;52;135;Tribasina;x
4964;32;212;152;Caputana;x
4965;54;168;141;Zimyris;x
4966;219;38;76;Babarsana;x
4967;192;12;238;Foraga;x
4968;117;140;54;Cotace;x
4969;170;47;129;Chatrisichae;x
4970;202;167;151;Chauvirina;x
4971;171;129;133;Orthiana;x
4972;132;78;10;Taupana;x
4973;172;200;85;Siphare;x
4974;219;217;254;Aq;x
4975;74;175;90;Dilyar;x
4976;116;0;130;Tapuriana;x
4977;23;208;115;Ankui;x
4978;126;241;205;Menapila;x
4979;133;181;234;Indikomordana;x
4980;41;206;208;Tahora;x
4981;17;73;72;Bahlika;x
4982;147;79;194;Tambyzeia;x
4983;64;110;142;Tambyziana;x
4984;97;189;200;Zaviaspa;x
4985;18;179;156;Kourianda;x
4986;79;93;17;Denai;x
4987;108;2;216;Tochara;x
4988;211;233;209;Phratroua;x
4989;191;136;192;Petra Arimazou;x
4990;26;135;127;Petra Chorienou;x
4991;132;159;128;Turaga;x
4992;77;98;114;Samti;x
4993;43;18;158;Kokcha;x
4994;192;154;247;Aruktau;x
4995;3;194;79;Baharak;x
4996;45;156;102;Ragha;x
4997;33;112;93;Choatina;x
4998;75;228;232;Chashma;x
4999;225;83;85;Dehnau;x
5000;218;180;54;Derman;x
5001;105;153;112;Kamar;x
5002;41;25;104;Sangin;x
5003;192;198;10;Utaq;x
5004;144;94;121;Garuli;x
5005;36;81;121;Zeshoi;x
5006;226;109;101;Aspioneia;x
5007;4;111;204;Zariaspa;x
5008;188;140;250;Uljatu;x
5009;231;231;58;Pandokheion;x
5010;35;4;233;Taramaitha;x
5011;135;68;64;Takhnabad;x
5012;98;50;164;Boubakene;x
5013;86;81;109;Arukratiya;x
5014;135;38;196;Gosion;x
5015;58;122;128;Dushanbe;x
5016;5;150;27;Besh Kala;x
5017;140;144;156;Margineia;x
5018;206;34;246;Kumsar;x
5019;79;128;168;Sirakene Inferior;x
5020;42;22;167;Cathar;x
5021;66;155;155;Sirakene Superior;x
5022;62;207;86;Chomaria Inferior;x
5023;135;245;254;Varpna;x
5024;232;223;64;Dara;x
5025;134;162;37;Apauarktike;x
5026;0;29;56;Chomaria Superior;x
5027;74;191;2;Maidan;x
5028;92;70;255;Zarshoy;x
5029;19;143;13;Palgird;x
5030;3;212;243;Harovak;x
5031;2;193;162;Serakhis;x
5032;231;15;141;Munchak;x
5033;98;53;114;Sena;x
5034;104;140;163;Sarmagana;x
5035;84;28;85;Augara;x
5036;242;241;91;Nimlik;x
5037;72;57;172;Bitaxa;x
5038;223;124;57;Kamar;x
5039;182;80;61;Kharispa;x
5040;221;137;140;Artemisa;x
5041;250;210;88;Depe;x
5042;21;39;0;Ihnum;x
5043;242;66;55;Burguchi;x
5044;46;28;133;Anassa;x
5045;149;93;184;Rapete;x
5046;175;240;210;Shenia;x
5047;235;11;103;Ghore;x
5048;247;182;135;Deserta Comiana;x
5049;100;204;65;Maxeras;x
5050;120;167;124;Mithradakert;x
5051;107;13;208;Parishan;x
5052;43;235;57;Deserta Iasonium;x
5053;164;66;76;Haomana;x
5054;179;213;108;Harmave;x
5055;213;73;25;Ervend;x
5056;50;184;17;Kushke;x
5057;26;149;72;Antentia;x
5058;173;167;100;Abivard;x
5059;138;234;81;Tubek;x
5060;158;87;186;Alicodra;x
5061;107;205;196;Cammei;x
5062;131;245;251;Ariaka;x
5063;136;47;249;Mizdaqahn;x
5064;168;81;242;Jirbend;x
5065;146;236;173;Aratha;x
5066;146;202;205;Zamakshahr;x
5067;93;249;162;Dyruzh;x
5068;165;25;91;Qanga;x
5069;165;103;90;Shahsenem;x
5070;217;254;181;Kilich;x
5071;9;60;110;Vezir;x
5072;56;90;74;Dharakh;x
5073;21;192;201;Gazil;x
5074;173;41;45;Talashkan;x
5075;91;130;65;Farkhar;x
5076;148;21;237;Petra Sisimithrou;x
5077;105;179;233;Ebousmou;x
5078;15;108;83;Kogon;x
5079;170;76;211;Efendi;x
5080;88;42;201;Dalverzin;x
5081;68;33;128;Nikhshapaya;x
5082;214;174;120;Kerkichi;x
5083;69;15;121;Bazis;x
5084;118;186;114;Farab;x
5085;29;17;249;Bezda;x
5086;255;160;35;Andrapana;x
5087;86;196;10;India Alba;x
5088;104;171;211;Maliana;x
5089;146;7;199;Codrana;x
5090;106;121;103;Tifa;x
5091;19;151;196;North Mulaka;x
5092;115;120;237;South Mulaka;x
5093;209;254;242;Darur;x
5094;119;232;234;Kandar;x
5095;140;80;167;Lattarula;x
5096;81;135;111;West Gurala;x
5097;21;48;3;Nemasana;x
5098;91;248;73;Uyagura;x
5099;107;7;61;Nasikya;x
5100;75;78;4;Maharatthalava;x
5101;1;222;101;Ajanta;x
5102;250;161;236;Shegaon;x
5103;120;48;190;West Dandaka;x
5104;46;195;37;Burhanpur;x
5105;169;22;36;Jhodga;x
5106;244;85;139;Akudi;x
5107;89;99;82;Nelcynda;x
5108;234;253;55;Karivala;x
5109;231;27;10;Selour;x
5110;245;17;172;Tangala;x
5111;137;158;81;Kodumbalur;x
5112;197;7;128;Pavera;x
5113;252;0;134;Akour;x
5114;162;44;178;Karukka;x
5115;243;71;247;Nikama;x
5116;168;163;68;Tarapith;x
5117;191;193;97;Raktamrittika;x
5118;190;246;126;Agmahl;x
5119;26;30;21;Kahalgaon;x
5120;140;101;131;Katwa;x
5121;239;16;225;Dianga;x
5122;10;217;9;Angaracale;x
5123;100;172;235;Ramu;x
5124;117;28;247;Sada;x
5125;154;228;211;Gwa;x
5126;231;208;75;Tulkhar;x
5127;134;225;77;Shurabashat;x
5128;138;40;139;Panda;x
5129;19;206;182;Gabai;x
5130;167;168;86;Bazaira;x
5131;105;43;63;Tazora;x
5132;75;83;8;Petra tou Sogdianou;x
5133;138;132;212;Bazis;x
5134;100;47;164;Paskai;x
5135;243;246;245;Zranka;x
5136;81;124;74;Margania;x
5137;23;202;176;Bateni;x
5138;164;195;118;Pandeshwar;x
5139;208;60;28;Pankot;x
5140;244;44;17;Indrasthana;x
5141;115;252;203;Kartiyekapura;x
5142;156;87;186;Mankameshwar;x
5143;237;87;41;Nagauda;x
5144;225;239;186;Ladnu;x
5145;128;37;66;Makrana;x
5146;157;20;211;Kuchaman;x
5147;12;235;102;Mundwa;x
5148;220;59;70;Vikrampura;x
5149;145;197;161;Bhandasar;x
5150;93;187;99;Dadrewa;x
5151;209;75;138;Kolayat;x
5152;3;209;149;Shekhsar;x
5153;41;98;197;Bhurupal;x
5154;217;170;53;Bidasar;x
5155;42;134;129;Aberia;x
5156;47;61;163;Sidhmukh;x
5157;204;178;172;Ahichhatrapur;x
5158;213;37;92;Dullu;x
5159;232;250;182;Doti;x
5160;183;119;20;Khalanga;x
5161;207;15;22;Keshin;x
5162;108;161;210;Mahendranagar;x
5163;189;191;58;Swargdari;x
5164;105;197;7;Somakas;x
5165;183;157;113;Srinjaya;x
5166;208;11;159;Jaichandra;x
5167;39;170;223;Khanwa;x
5168;230;242;223;Qala;x
5169;225;226;224;Zantak;x
5170;82;209;90;Palisha;x
5171;249;112;43;Gyesch;x
5172;245;26;135;Gazojak;x
5173;54;8;228;Masht;x
5174;226;164;152;Baraq;x
5175;9;210;100;Birim;x
5176;189;159;216;Sageda;x
5177;76;48;8;Eorta;x
5178;97;167;127;Izal;x
5179;182;210;188;Sacaraucae;x
5180;231;127;246;Sakarauloi;x
5181;11;176;219;Asiani;x
5182;124;202;50;Asii;x
5183;96;63;147;Revan;x
5184;61;107;61;Kelisaye;x
5185;253;38;3;Ustuva;x
5186;161;153;37;Arsace;x
5187;152;124;196;Paraukite;x
5188;105;225;187;Salos;x
5189;1;34;90;Kalana;x
5190;104;2;221;Apauartike;x
5191;173;36;246;Silda;x
5192;24;221;138;Acasta;x
5193;24;31;109;Apavorte;x
5194;1;109;2;Tenetis;x
5195;245;19;144;Apaortenon;x
5196;105;27;50;Bakk;x
5197;162;210;249;Kumdah;x
5198;230;210;35;Uzboia;x
5199;224;8;123;Zatra;x
5200;25;180;46;Yasha;x
5201;174;112;199;Sariq;x
5202;232;235;71;Sechoria;x
5203;231;164;40;Zantem;x
5204;134;205;76;Tirim;x
5205;4;91;70;Dyruzh;x
5206;83;159;73;Palimek;x
5207;169;167;131;Dauaba;x
5208;131;182;8;Duri;x
5209;96;35;143;Venas;x
5210;66;233;1;Suna;x
5211;4;78;189;Azkoi;x
5212;61;182;39;Yetteka;x
5213;239;54;241;Shakthara;x
5214;112;148;93;Shachkra;x
5215;155;91;204;Karon;x
5216;110;192;55;Kholan;x
5217;57;31;47;Chevka;x
5218;164;237;246;Satticha;x
5219;224;12;252;Thurissa;x
5220;16;48;57;Vyache;x
5221;19;35;89;Kilaleh;x
5222;240;8;33;Sousia;x
5223;132;215;12;Astauene;x
5224;129;190;190;Vishpauzatis;x
5225;199;76;47;Sarnios;x
5226;26;238;5;Sideris;x
5227;1;183;227;Espakho;x
5228;130;2;90;Kashafl;x
5229;105;156;1;Hazar;x
5230;50;221;161;Ahur;x
5231;34;154;99;Ziri;x
5232;82;2;37;Garam;x
5233;62;235;250;Mroshika;x
5234;86;153;77;Teike;x
5235;150;207;108;Byrshchre;x
5236;102;213;182;Panchekath;x
5237;71;79;121;Yaghnob;x
5238;78;81;53;Bunjikath;x
5239;227;20;243;Ustrushana;x
5240;188;142;247;Memaceni;x
5241;188;53;102;Khujanda;x
5242;12;6;72;Kyra;x
5243;220;139;206;Sughd;x
5244;86;84;201;Kand;x
5245;11;136;67;Sukh;x
5246;251;81;236;Rishtan;x
5247;43;223;10;Aksikath;x
5248;7;108;182;Kuba;x
5249;56;210;189;Uzkand;x
5250;1;174;198;Massargetia;x
5251;47;73;142;Makhram;x
5252;155;187;82;Dawan;x
5253;70;109;87;Kasan;x
5254;30;13;206;Andikhan;x
5255;161;19;51;Lithinos Pyrgos;x
5256;219;165;202;Kangu;x
5257;110;211;83;Binkath;x
5258;190;74;23;Beitian;x
5259;245;15;190;North Sakastan;x
5260;246;38;43;South Sakastan;x
5261;54;216;123;Shahr Jaxarta;x
5262;206;204;201;Kashram;x
5263;72;78;10;Otrar;x
5264;245;198;16;Isfijab;x
5265;136;33;169;Poshkar;x
5266;238;248;3;Faryab;x
5267;238;80;120;Fors;x
5268;178;22;151;Arcum;x
5269;199;138;165;Sirok;x
5270;245;131;179;Padri;x
5271;214;87;184;Multen;x
5272;96;168;114;Chinaz;x
5273;14;223;13;Maidanchach;x
5274;195;109;153;Osht;x
5275;37;65;65;Tunket;x
5276;177;223;179;Tachkent;x
5277;168;169;69;Isbijab;x
5278;215;152;205;Talas;x
5279;74;5;60;Taraz;x
5280;236;234;48;Akkol;x
5281;70;205;4;Bosandyk;x
5282;16;28;73;Kuyruk;x
5283;138;180;12;Qaram;x
5284;242;45;141;Zintik;x
5285;138;139;242;Kush;x
5286;181;69;16;Shelji;x
5287;114;58;223;Tobe;x
5288;12;22;181;Barskhan;x
5289;24;204;205;Uvikat;x
5290;231;72;102;Zanatas;x
5291;162;144;220;Shavgar;x
5292;229;155;59;Saudakent;x
5293;247;96;170;Talaski;x
5294;49;154;92;Usharal;x
5295;133;222;65;Jambyl;x
5296;157;132;51;Dzhankath;x
5297;189;223;149;Karyat;x
5298;216;180;188;Janaqala;x
5299;235;126;98;Hadanaw;x
5300;183;48;33;Altinasar;x
5301;229;127;205;Lek;x
5302;163;246;160;Ziram;x
5303;201;58;28;Koga;x
5304;70;15;194;Kafiraqala;x
5305;2;140;40;Yamchun;x
5306;93;236;55;Urang;x
5307;88;58;48;Toquzbolaq;x
5308;45;230;186;Kezhem;x
5309;21;144;132;Bazkata;x
5310;253;27;110;Karamyk;x
5311;123;125;205;Kabyk;x
5312;1;76;168;Pamir;x
5313;202;181;50;Irkhestam;x
5314;134;91;201;North Pamir;x
5315;202;179;118;Kusta;x
5316;52;195;153;Hunza;x
5317;229;67;193;Druzhiya;x
5318;79;241;190;Kargah;x
5319;39;140;198;Skardo;x
5320;39;111;63;West Pamir;x
5321;163;64;238;Hangu;x
5322;146;13;90;Karrak;x
5323;71;149;244;Kalabagh;x
5324;16;184;209;Hindola;x
5325;163;220;250;Bannu;x
5326;190;86;52;Shergarh;x
5327;128;237;101;Mardan;x
5328;121;165;251;Bajaur;x
5329;84;133;222;Nagarahara;x
5330;46;170;55;Gorya;x
5331;184;146;71;Trigartapuri;x
5332;50;168;211;Ragnagar;x
5333;169;245;206;Katocha;x
5334;124;165;57;Pasrur;x
5335;68;227;121;Purus;x
5336;104;102;107;Parusni;x
5337;254;41;106;Chandrabhaga;x
5338;196;69;226;Pathankot;x
5339;150;99;176;Vallapura;x
5340;212;61;100;Bhuttar;x
5341;181;176;189;Kasmira;x
5342;67;73;168;Milwat;x
5343;28;168;54;Sammar;x
5344;166;48;162;Jammu;x
5345;244;154;162;Nelum;x
5346;218;117;206;Ralang;x
5347;177;115;87;Mangan;x
5348;115;61;2;Damak;x
5349;42;241;185;Siliguri;x
5350;244;159;192;Basantapur;x
5351;33;131;73;Haripar;x
5352;60;140;181;Basaha;x
5353;121;169;197;Supaul;x
5354;60;104;43;Gossaigaon;x
5355;236;49;225;Patakata;x
5356;139;241;120;Manikchak;x
5357;29;52;1;Lathi;x
5358;55;24;244;Pirraha;x
5359;62;97;35;Phuluat;x
5360;213;222;41;Arajipur;x
5361;139;99;83;Handia;x
5362;65;21;151;Sikaraha;x
5363;109;82;121;Upaunj;x
5364;222;150;228;Indraganja;x
5365;189;53;62;Boonda;x
5366;15;191;148;Goral;x
5367;55;134;166;Idar;x
5368;157;71;130;Badoli;x
5369;22;225;80;Sarera;x
5370;25;161;157;Panthal;x
5371;56;231;230;Dewal;x
5372;152;243;142;Ghodi;x
5373;114;16;237;Bichhiwara;x
5374;107;79;39;Lehana;x
5375;109;202;172;Mahidpur;x
5376;139;14;5;Ashothar;x
5377;158;156;115;Tindwari;x
5378;172;63;174;Daftara;x
5379;81;218;131;Pangara;x
5380;105;228;158;Nakaila;x
5381;175;63;137;Dhedo;x
5382;50;95;39;Khajuraho;x
5383;227;129;82;Basari;x
5384;92;169;168;Sadna;x
5385;217;163;214;Jhali;x
5386;89;177;45;Krola;x
5387;161;218;43;Teonthar;x
5388;62;176;26;Lalgaon;x
5389;253;248;143;Manda;x
5390;183;113;63;Churk;x
5391;92;60;110;Deo;x
5392;136;43;238;Kutumba;x
5393;17;215;221;Tripuri;x
5394;217;167;26;Patan;x
5395;32;220;155;Hariharganj;x
5396;140;180;195;Chahaniya;x
5397;147;152;37;Gohada;x
5398;3;164;120;Lodhva;x
5399;190;137;204;Bhainsour;x
5400;50;207;219;Narapatpur;x
5401;211;230;61;Bokaro;x
5402;114;248;137;Chas;x
5403;177;249;165;Kotshila;x
5404;87;189;76;Gurguria;x
5405;63;4;144;Putaria;x
5406;57;31;41;Pakuria;x
5407;170;164;1;Chatra;x
5408;190;130;101;Margram;x
5409;209;46;208;Tarapith;x
5410;154;214;130;Mayureswar;x
5411;179;116;152;Kone;x
5412;98;140;248;Obra;x
5413;126;189;85;Niwas;x
5414;158;75;38;Payali;x
5415;148;115;239;Lafan;x
5416;213;179;246;Hatiya;x
5417;170;124;232;Canning;x
5418;176;49;175;Magrahat;x
5419;173;35;209;Nandigram;x
5420;252;29;65;Pingla;x
5421;165;63;15;Markona;x
5422;206;116;200;Thakurgarh;x
5423;103;245;144;Gorekanath;x
5424;35;2;198;Dhanija;x
5425;54;40;25;Glata;x
5426;86;86;82;Lailunga;x
5427;104;53;56;Saragaon;x
5428;180;202;152;Kandaka;x
5429;240;138;196;Rohasi;x
5430;57;99;208;Tilda;x
5431;1;140;35;Suarmar;x
5432;20;50;69;Basna;x
5433;209;218;16;Rudripura;x
5434;194;170;75;Arang;x
5435;183;117;50;Bhupalpally;x
5436;3;81;9;Sarvapura;x
5437;29;213;32;Koppole;x
5438;110;117;156;Haliya;x
5439;143;113;106;Madhira;x
5440;135;4;86;Gannavaram;x
5441;121;177;195;Lakkavaram;x
5442;200;60;124;Velpura;x
5443;68;27;120;Nekarikallu;x
5444;51;67;57;Gurazala;x
5445;102;21;186;Thanda;x
5446;86;251;175;Kolukula;x
5447;80;141;183;Nekkanti;x
5448;25;50;130;Aiza;x
5449;191;61;86;Ghattu;x
5450;248;12;146;Venkriyala;x
5451;12;37;137;Nanganor;x
5452;183;223;92;Chagaon;x
5453;153;251;33;Rudrangi;x
5454;89;10;218;Tejapur;x
5455;56;136;73;Biloli;x
5456;1;51;212;Kandakurthi;x
5457;175;152;54;Kawalgaon;x
5458;76;192;189;Nelagaon;x
5459;253;198;120;Bannali;x
5460;69;80;41;Dahegaon;x
5461;172;92;182;Palsi;x
5462;236;0;163;Mouriya;x
5463;154;0;137;Borgaon;x
5464;239;185;63;Wadachiwada;x
5465;154;225;95;Mahurghad;x
5466;108;245;232;Saloni;x
5467;88;102;246;Shujalpur;x
5468;244;149;195;Khategaon;x
5469;65;147;1;Khirkiya;x
5470;75;135;129;Katargaon;x
5471;151;40;222;Nagiri;x
5472;62;232;189;Buguda;x
5473;96;168;19;Kauda;x
5474;196;126;81;Markali;x
5475;96;129;200;Shraki;x
5476;75;145;149;Kumurisinga;x
5477;85;196;85;Nuapatna;x
5478;191;255;1;Ratanpur;x
5479;197;208;112;Naugaon;x
5480;38;130;253;Poratara;x
5481;153;12;15;Kanina;x
5482;160;17;229;Satnali;x
5483;249;208;102;Guwani;x
5484;97;178;170;Sikri;x
5485;175;92;90;Jaurasi;x
5486;166;15;214;Shivaraj;x
5487;193;192;71;Bela;x
5488;76;233;237;Gondawa;x
5489;234;114;234;Khargupur;x
5490;63;133;74;Lalgunj;x
5491;21;154;127;Taniya;x
5492;119;48;96;Baharlganj;x
5493;181;121;162;Madhuban;x
5494;150;127;96;Chhapra;x
5495;115;155;240;Suraudha;x
5496;215;234;51;Lower Euphrates;x
5497;76;226;251;Lower Tigris;x
5498;87;223;253;Joseon Sea;x
5499;101;203;203;Tamna Sea;x
5500;208;31;98;Mt Troodos;x
5501;200;8;55;Rizokarpaso;x
5502;29;243;60;Idalion;x
5503;70;143;86;Ledrai;x
5504;106;113;52;Monolithos;x
5505;181;74;6;Serretilis;x
5506;175;134;14;Regma;x
5507;49;115;177;Corycus;x
5508;20;247;72;Astypalaia;x
5509;149;140;108;Apollanai;x
5510;84;99;83;Ios;x
5511;194;120;171;Thera;x
5512;108;198;18;Siphnos;x
5513;28;78;191;Seriphnos;x
5514;4;239;238;Kythnos;x
5515;114;72;89;Tenos;x
5516;119;14;226;Syros;x
5517;58;23;16;Takourtha;x
5518;195;42;116;Methymna;x
5519;229;134;177;Pyrrha;x
5520;193;152;69;Scotoussa;x
5521;58;108;81;Gazoros;x
5522;199;155;220;Berge;x
5523;169;185;184;Arethousa;x
5524;141;113;67;Akrothooi;x
5525;168;221;203;Kalindoia;x
5526;78;145;225;Galepsos;x
5527;134;210;195;Mende;x
5528;114;209;27;Anthemousia;x
5529;89;194;116;Syndos;x
5530;110;252;158;Methone;x
5531;66;230;18;Berroia;x
5532;198;233;242;Edessa;x
5533;159;46;209;Herakleia;x
5534;132;52;92;Azoros;x
5535;217;186;11;Gonnoi;x
5536;8;3;175;Pherae;x
5537;64;64;74;Phtiotis;x
5538;151;93;42;Scotoussa;x
5539;213;0;151;Doris;x
5540;162;255;192;Lokris;x
5541;242;141;38;Opouos;x
5542;250;14;135;Amphiklea;x
5543;75;118;100;Amphissa;x
5544;29;172;31;Ambrossos;x
5545;175;46;136;Eleusis;x
5546;108;183;62;Salamina;x
5547;31;186;86;Rhamnous;x
5548;23;45;25;Tanagra;x
5549;86;34;110;Leuca;x
5550;1;102;210;Uria;x
5551;173;110;199;Prunetta;x
5552;50;240;131;Aufugum;x
5553;51;144;90;Terina;x
5554;139;70;121;Roscianos;x
5555;78;26;84;Petelia;x
5556;84;119;1;Vivarium;x
5557;156;216;68;Kaulonia;x
5558;156;66;158;Taisai;x
5559;38;1;122;Koroneia;x
5560;12;186;173;Tauromenium;x
5561;243;101;194;Leontini;x
5562;23;19;130;Pachyni;x
5563;24;155;53;Phyntias;x
5564;83;197;213;Heraclea Minoa;x
5565;102;39;84;Engyon;x
5566;129;79;22;Henna;x
5567;244;135;231;Soluntium;x
5568;204;76;240;Hippana;x
5569;176;10;12;Kale;x
5570;209;178;61;Tyndaris;x
5571;109;20;219;Terme;x
5572;36;88;163;Cetaria;x
5573;72;214;16;Phoinix;x
5574;199;112;93;Kydonia;x
5575;155;49;79;Rhithymna;x
5576;83;150;57;Chersonesos;x
5577;5;187;114;Korion;x
5578;124;55;218;Lyktos;x
5579;19;212;224;Olous;x
5580;20;113;144;Itanos;x
5581;195;151;55;Myriandros;x
5582;240;184;190;Euphemos;x
5583;133;42;142;Rhesus;x
5584;55;170;44;Kallipoulis;x
5585;121;207;162;Heraion;x
5586;188;255;187;Selymbria;x
5587;210;214;136;Philia;x
5588;236;95;77;Rhebas;x
5589;144;111;58;Kios;x
5590;184;135;217;Skylake;x
5591;133;199;48;Artacia;x
5592;68;218;78;Haypagion;x
5593;169;137;154;Zeleia;x
5594;36;103;13;Abydos;x
5595;34;23;144;Illium;x
5596;199;191;234;Antandus;x
5597;189;72;82;Koryphas;x
5598;153;138;249;Cyme;x
5599;124;29;208;Asklepeion;x
5600;190;217;78;Aegae;x
5601;148;104;149;Smyrna;x
5602;172;88;49;Kybaleia;x
5603;169;145;30;Managoras;x
5604;5;56;73;Notion;x
5605;212;201;186;Magnesia Meandrum;x
5606;72;187;250;Herakleia;x
5607;98;139;141;Iasos;x
5608;221;168;33;Idymos;x
5609;26;60;139;Physkos;x
5610;195;176;208;Thebai;x
5611;20;138;52;Troizen;x
5612;96;177;27;Shiloh;x
5613;101;227;243;Beth Shemesh;x
5614;215;187;236;Hebron;x
5615;249;141;13;Engaddai;x
5616;65;60;157;Naaran;x
5617;14;231;141;Shechem;x
5618;191;67;247;Ragaba;x
5619;72;28;17;Kamous;x
5620;121;226;181;Megiddo;x
5621;26;187;122;Gischala;x
5622;102;4;154;Zoar;x
5623;255;206;226;Gadda;x
5624;33;250;101;Masabadan;x
5625;42;28;225;Kumandan;x
5626;25;170;95;Zagrou Pylai;x
5627;78;103;185;Khurmall;x
5628;15;148;231;Hulwan;x
5629;61;100;39;Aberta;x
5630;92;39;2;Numaniya;x
5631;15;242;94;Bit Humban;x
5632;180;96;150;Khordeh Cheshme;x
5633;116;126;207;Dur Zari;x
5634;145;40;131;Bovillae;x
5635;61;191;61;Tusculum;x
5636;49;83;188;Ardea;x
5637;188;86;86;Satricum;x
5638;147;141;188;Velitrae;x
5639;207;14;223;Circeii;x
5640;147;188;141;Praeneste;x
5641;48;255;237;Gabii;x
5642;61;191;0;Fidenae;x
5643;253;251;212;Lavinium-Laurentum;x
5644;145;37;48;Nomentum;x
5645;235;34;21;Montes Hernici;x
5646;39;84;5;Montes Marsicani;x
5647;27;23;148;Montes Aurunci;x
5648;169;171;50;Siris;x
5649;82;40;5;Blera;x
5650;83;90;255;Egnatia;x
5651;29;82;80;Natolium;x
5652;186;3;137;Barduli;x
5653;179;44;208;Laus;x
5654;85;32;21;Elaea;x
